hostname,pl_name,pl_rade,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,is_habitable
Kepler-6,Kepler-6 b,14.616536,0.04852,1460.0,5647.0,1.391,1.209,0
HAT-P-3,HAT-P-3 b,10.614923,0.03842,1189.0,5185.0,0.87,0.9,0
WASP-1,WASP-1 b,16.735037,0.0392,1830.0,6213.0,1.465,1.265,0
WASP-21,WASP-21 b,14.156967,0.0516,1340.0,5800.0,1.186,0.98,0
HD 189733,HD 189733 b,12.542871,0.03106,1209.0,5050.0,0.765,0.812,0
HAT-P-12,HAT-P-12 b,10.301071,0.03767,955.0,4665.0,0.679,0.691,0
WASP-39,WASP-39 b,14.336311,0.04828,1166.0,5485.0,0.939,0.913,0
Kepler-5,Kepler-5 b,15.28,0.05,1640.0,6290.0,1.746,1.319,0
Kepler-12,Kepler-12 b,18.22,0.0545,1338.0,5953.0,1.415,1.093,0
TrES-2,TrES-2 b,12.85,0.035,1344.0,5850.0,0.95,0.94,0
HAT-P-20,HAT-P-20 b,11.489225,0.03593,964.0,4595.0,0.6796,0.742,0
WASP-43,WASP-43 b,11.276254,0.01504,1426.7,4500.0,0.6506,0.688,0
WASP-78,WASP-78 b,23.09054,0.0367,2469.7,6100.0,2.35,1.39,0
K2-113,K2-113 b,10.42437,0.0558,1178.0,5627.0,1.047,1.007,0
WASP-139,WASP-139 b,8.9672,0.062,910.0,5310.0,0.8,0.92,0
Kepler-77,Kepler-77 b,10.43,0.0472,1144.0,5705.0,0.976,1.09,0
TOI-1246,TOI-1246 e,3.5141875,0.212,463.98,5213.0,0.8649,0.8889,0
TOI-6894,TOI-6894 b,9.5836785,0.02604,417.9,3007.0,0.2276,0.207,0
K2-3,K2-3 b,2.078,0.0747,501.3,3844.0,0.546,0.549,0
TOI-5799,TOI-5799 b,1.625,0.0352,518.01,3514.0,0.328,0.337,0
KELT-14,KELT-14 b,17.03768,0.02956,1904.0,5802.0,1.368,1.178,0
WASP-36,WASP-36 b,14.874343,0.02677,1733.0,5959.0,0.985,1.081,0
WASP-104,WASP-104 b,12.745,0.02918,1516.0,5475.0,0.963,1.076,0
WASP-94 A,WASP-94 A b,19.28,0.055,1604.0,6153.0,1.62,1.45,0
WASP-28,WASP-28 b,15.177,0.0445,1473.0,6084.0,1.123,1.011,0
CoRoT-1,CoRoT-1 b,17.385159,0.02536,1915.0,5950.0,1.131,0.95,0
HD 80606,HD 80606 b,11.242627,0.4564,405.0,5574.0,1.037,1.018,0
WASP-7,WASP-7 b,15.277867,0.0619,1502.0,6400.0,1.466,1.285,0
WASP-3,WASP-3 b,15.871944,0.03185,2020.0,6400.0,1.366,1.26,0
Kepler-670,Kepler-670 b,12.21,0.0383,1219.0,5532.0,0.955,0.941,0
TOI-451,TOI-451 b,1.91,0.0283,1491.0,5550.0,0.879,0.95,0
V1298 Tau,V1298 Tau b,10.22,0.1687,668.0,4970.0,1.314,1.099,0
TOI-2134,TOI-2134 b,2.69,0.078,666.0,4580.0,0.709,0.744,0
TOI-5938,TOI-5938 b,3.82,0.0308,1077.0,4650.0,0.712,0.744,0
TOI-7009,TOI-7009 b,3.71,0.0287,872.0,4080.0,0.564,0.583,0
HD 22946,TOI-411 b,1.362,0.05727,1241.0,6169.0,1.117,1.098,0
LP 791-18,LP 791-18 c,2.31,0.029392,370.0,2960.0,0.171,0.139,0
K2-290,K2-290 b,3.06,0.0923,1230.0,6302.0,1.511,1.194,0
HD 95338,HD 95338 b,3.89,0.262,385.0,5212.0,0.87,0.83,0
LHS 1903,LHS 1903 b,1.382,0.02656,796.0,3664.0,0.539,0.538,0
TOI-4336 A,TOI-4336 A b,2.12,0.0872,308.0,3298.0,0.328,0.331,1
HIP 9618,HIP 9618 c,3.343,0.2669,486.9,5609.0,0.9662,1.022,0
WASP-20,WASP-20 b,16.388,0.06,1379.0,5940.0,1.392,1.2,0
Kepler-762,Kepler-762 b,11.1,0.049,1202.0,6075.0,0.99,1.1,0
K2-199,K2-199 b,1.73,0.0382,913.0,4491.0,0.682,0.711,0
TOI-1238,TOI-1238 b,1.21,0.0139,1133.0,4089.0,0.58,0.59,0
TOI-1238,TOI-1238 c,2.11,0.037,695.0,4089.0,0.58,0.59,0
TOI-5799,TOI-5799 c,1.76,0.0782,337.0,3452.0,0.321,0.325,0
WASP-121,WASP-121 b,19.52604438,0.02571,2409.0,6628.0,1.461,1.33,0
TOI-7510,TOI-7510 d,10.52,0.2672,542.4,5720.0,1.035,1.063,0
TOI-7510,TOI-7510 b,7.34188236,0.1006,872.0,5820.0,1.02,1.02,0
Kepler-1419,Kepler-1419 b,2.6,0.239,506.0,5900.0,0.9,1.01,0
HAT-P-15,HAT-P-15 b,12.016,0.0964,904.0,5568.0,1.08,1.013,0
WASP-62,WASP-62 b,15.02006,0.0571,1475.3,6230.0,1.29,1.28,0
WASP-69,WASP-69 b,11.847913,0.04525,963.0,4700.0,0.813,0.826,0
HAT-P-18,HAT-P-18 b,11.153,0.0559,852.0,4803.0,0.749,0.77,0
HAT-P-19,HAT-P-19 b,12.689,0.0466,1010.0,4990.0,0.82,0.842,0
HAT-P-23,HAT-P-23 b,15.334,0.0232,2056.0,5905.0,1.203,1.13,0
WASP-34,WASP-34 b,13.675,0.0524,1250.0,5700.0,0.93,1.01,0
WASP-10,WASP-10 b,12.106,0.03781,1370.0,4675.0,0.698,0.75,0
LHS 1903,LHS 1903 d,2.5,0.08604,442.0,3664.0,0.539,0.538,0
TOI-375,TOI-375 b,10.77183045,0.099,1373.0,5259.9,2.9,1.441,0
TOI-1246,TOI-1246 d,3.43139739,0.132,587.77,5213.0,0.8649,0.8889,0
HATS-11,HATS-11 b,16.92559,0.04614,1637.0,6060.0,1.444,1.0,0
AU Mic,AU Mic b,4.07,0.0645,593.0,3700.0,0.75,0.5,0
WASP-140,WASP-140 b,16.14096,0.0323,1320.0,5260.0,0.87,0.9,0
Qatar-1,Qatar-1 b,13.22662,0.02343,1389.0,4910.0,0.8,0.85,0
KELT-16,KELT-16 b,15.860735,0.02044,2453.0,6236.0,1.36,1.211,0
KELT-9,KELT-9 b,21.196219,0.03462,4050.0,10170.0,2.362,2.52,0
WASP-107,WASP-107 b,10.53646,0.055,770.0,4430.0,0.66,0.69,0
Kepler-68,Kepler-68 b,2.357,0.06135,1275.0,5847.0,1.2564,1.057,0
PDS 70,PDS 70 b,14.5717,22.0,1200.0,3972.0,1.26,0.76,0
TrES-1,TrES-1 b,12.318691,0.03946,1147.0,5226.0,0.818,0.892,0
XO-2 N,XO-2 N b,11.119328,0.03647,1328.0,5340.0,0.97,0.946,0
XO-4,XO-4 b,14.45961,0.05475,1630.0,6397.0,1.53,1.285,0
WASP-52,WASP-52 b,14.24,0.0272,1315.0,5000.0,0.79,0.87,0
WASP-64,WASP-64 b,14.247,0.02648,1689.0,5400.0,1.058,1.004,0
WASP-65,WASP-65 b,12.464,0.0334,1480.0,5600.0,1.01,0.93,0
WASP-75,WASP-75 b,14.235,0.0375,1710.0,6100.0,1.26,1.14,0
TOI-6695,TOI-6695 b,9.52763359,0.402,599.0,6400.0,1.517,1.338,0
MASCARA-1,MASCARA-1 b,16.8135,0.043,2570.0,7554.0,2.1,1.72,0
KELT-20,KELT-20 b,19.514869,0.0542,2262.0,8720.0,1.565,1.76,0
Kepler-289,Kepler-289 b,3.41,0.2182,750.0,6279.0,1.598,1.158,0
WASP-15,WASP-15 b,15.782272,0.05165,1676.0,6405.0,1.522,1.305,0
WASP-24,WASP-24 b,14.605327,0.03635,1772.0,6107.0,1.317,1.168,0
WASP-131,WASP-131 b,13.67498,0.0607,1460.0,6030.0,1.53,1.06,0
K2-26,K2-26 b,2.67,0.0962,430.0,3785.0,0.52,0.56,0
TOI-178,TOI-178 c,1.669,0.037,873.0,4316.0,0.651,0.65,0
TOI-1806,TOI-1806.01,3.4095367,0.087735044,337.47,3272.0,0.401575,0.392935,0
HATS-36,HATS-36 b,13.843115,0.05425,1356.0,6149.0,1.155,1.222,0
Kepler-1514,Kepler-1514 b,22.02,0.7308,497.0,6382.0,2.274,1.093,0
Kepler-1656,Kepler-1656 b,4.47,0.1986,563.0,5750.0,0.979,1.045,0
TOI-4495,TOI-4495 b,2.483,0.03957,1735.0,6210.0,1.309,1.247,0
HAT-P-14,HAT-P-14 b,12.89,0.0606,1570.0,6600.0,1.468,1.386,0
TOI-4495,TOI-4495 c,4.03,0.06323,1365.0,6210.0,1.309,1.247,0
Kepler-25,Kepler-25 b,2.64,0.0703,1193.0,6270.0,1.309,1.187,0
Kepler-168,Kepler-168 c,2.79,0.1125,870.0,6251.0,1.119,1.089,0
TOI-2068,TOI-2068 b,1.821,0.0632,520.62,3710.0,0.535,0.559,0
Kepler-1987,Kepler-1987 b,1.27,0.0318,1003.0,4750.0,0.729,0.778,0
Kepler-210,Kepler-210 b,2.26,0.0293,737.0,3912.0,0.533,0.556,0
LHS 1903,LHS 1903 c,2.046,0.05387,559.0,3664.0,0.539,0.538,0
TOI-904,TOI-904 b,2.426,0.056,429.43,3770.2,0.527,0.557,0
TOI-1798,TOI-1798.02,1.40822,0.01073967,2122.09,5165.2,0.78,0.862514,0
TOI-2019,TOI-2019 b,5.33275337,0.128,917.46,5626.0,1.7457,1.1832,0
TOI-1410,TOI-1410.01,3.10083009,0.0207,1236.7,4635.0,0.7558,0.7941,0
HD 110067,HD 110067 g,2.607,0.2621,440.0,5266.0,0.788,0.798,0
TOI-283,TOI-283 b,2.34,0.123,661.0,5213.0,0.85,0.8,0
WASP-175,WASP-175 b,13.540472,0.04403,1571.0,6229.0,1.204,1.212,0
WASP-164,WASP-164 b,12.643752,0.02818,1610.0,5806.0,0.932,0.946,0
TOI-1739,TOI-1739 b,1.695,0.0742,755.55,4922.0,0.751,0.79,0
HD 207496,HD 207496 b,2.25,0.0629,743.0,4819.0,0.769,0.8,0
Kepler-275,Kepler-275 b,2.2,0.0951,1015.0,6157.0,1.33,1.08,0
HD 110067,HD 110067 e,1.94,0.1785,533.0,5266.0,0.788,0.798,0
TOI-1807,TOI-1807 b,1.49681583,0.0122,1694.1,4914.0,0.746,0.8048,0
GJ 9827,GJ 9827 b,1.44,0.0189,1035.01,4236.0,0.58,0.62,0
TOI-1801,TOI-1801 b,1.96061882,0.075,431.03,3748.0,0.5128,0.5051,0
WASP-182,WASP-182 b,9.52765,0.0451,1479.0,5638.0,1.34,1.076,0
TOI-4201,TOI-4201 b,12.66614819,0.03924,750.0,3926.0,0.616,0.626,0
Kepler-471,Kepler-471 b,10.53,0.0629,1284.0,6475.0,1.271,1.314,0
CoRoT-32,CoRoT-32 b,6.38913,0.071,938.0,5970.0,0.79,1.08,0
HD 332231,HD 332231 b,9.718203,0.1436,876.0,6089.0,1.277,1.127,0
TOI-125,TOI-125 c,2.759,0.0814,827.8,5320.0,0.848,0.859,0
Kepler-686,Kepler-686 b,11.77,0.0258,1540.0,5934.0,0.893,0.901,0
Kepler-412,Kepler-412 b,12.53,0.0297,1681.0,6195.0,1.124,1.178,0
HAT-P-65,HAT-P-65 b,21.18501,0.03951,1930.0,5835.0,1.86,1.212,0
KOI-12,KOI-12 b,14.63,0.1463,942.0,6635.0,1.516,1.312,0
HATS-6,HATS-6 b,11.186582,0.03623,712.8,3724.0,0.57,0.574,0
TOI-3353,TOI-3353.01,2.6667555,0.060118218,1264.36,6365.0,1.0207,1.332089,0
TOI-837,TOI-837 b,9.71,0.083,1022.0,6000.0,1.036,1.109,0
Kepler-276,Kepler-276 b,2.64,0.1181,793.0,6102.0,1.026,1.099,0
Kepler-103,Kepler-103 c,5.42,0.6425,385.0,5845.0,1.436,1.094,0
Kepler-279,Kepler-279 c,3.57,0.2191,660.0,6781.0,1.067,1.097,0
Kepler-152,Kepler-152 c,2.56,0.3658,335.0,5262.0,0.761,0.846,0
Kepler-7,Kepler-7 b,17.29,0.0617,1499.0,6027.0,1.962,1.318,0
K2-199,K2-199 c,2.85,0.0662,694.0,4491.0,0.682,0.711,0
K2-155,K2-155 b,1.8,0.0562,708.0,4258.0,0.58,0.65,0
WASP-84,WASP-84 b,10.559,0.0771,797.0,5314.0,0.748,0.842,0
TOI-1130,TOI-1130 b,3.65,0.04394,810.0,4250.0,0.687,0.684,0
HATS-5,HATS-5 b,10.223,0.0542,1025.0,5304.0,0.871,0.936,0
Kepler-986,Kepler-986 b,2.09,0.2863,444.0,5734.0,0.883,0.982,0
TOI-2768,TOI-2768 b,2.63,0.027,855.0,4008.0,0.657,0.63,0
Kepler-1177,Kepler-1177 b,2.01,0.4301,377.0,5679.0,0.972,0.938,0
TOI-4127,TOI-4127 b,12.28504285,0.3081,605.1,6096.0,1.293,1.23,0
Kepler-44,Kepler-44 b,12.71,0.0442,1460.0,5763.0,1.457,1.093,0
Kepler-18,Kepler-18 b,2.11,0.0434,1165.0,5356.0,1.055,0.882,0
Kepler-102,Kepler-102 c,0.63,0.067,719.0,4900.0,0.741,0.806,0
Kepler-734,Kepler-734 b,4.03,0.0617,849.0,5112.0,0.874,0.845,0
Kepler-477,Kepler-477 b,1.84,0.0869,636.0,5074.0,0.702,0.707,0
TOI-5110,TOI-5110 b,11.98240037,0.2157,976.0,6160.0,2.333,1.469,0
Wendelstein-1,Wendelstein-1 b,11.5609626,0.0282,2198.0,4251.0,0.61,0.65,0
Kepler-493,Kepler-493 b,11.42,0.0439,1433.0,6299.0,1.167,1.249,0
TOI-771,TOI-771 b,1.422,0.0207,527.19,3201.0,0.242,0.22,0
Kepler-774,Kepler-774 b,2.2,0.107,1084.0,6405.0,1.58,1.318,0
Kepler-262,Kepler-262 c,1.75,0.1515,618.0,5830.0,0.876,0.97,0
CoRoT-18,CoRoT-18 b,14.022459,0.0286,1490.0,5440.0,0.924,0.861,0
HAT-P-42,HAT-P-42 b,14.348,0.0575,1428.0,5743.0,1.53,1.178,0
TOI-2364,TOI-2364 b,8.60849718,0.04871,1091.0,5306.0,0.886,0.954,0
Kepler-614,Kepler-614 b,2.35,0.1027,641.0,5258.0,0.785,0.731,0
Kepler-113,Kepler-113 b,1.9,0.0491,770.0,4591.0,0.709,0.696,0
HATS-26,HATS-26 b,19.61575,0.04735,1918.0,6071.0,2.04,1.299,0
TOI-1696,TOI-1696 b,3.09,0.0229,489.0,3185.0,0.2775,0.255,0
TOI-1899,TOI-1899 b,12.89035,0.1587,362.0,3841.0,0.607,0.627,0
Kepler-428,Kepler-428 b,9.77,0.042,881.0,4988.0,0.674,0.768,0
Kepler-731,Kepler-731 b,13.75,0.0505,1211.0,6028.0,1.047,1.149,0
HAT-P-9,HAT-P-9 b,15.69,0.053,1530.0,6350.0,1.32,1.28,0
HD 136352,HD 136352 c,2.916,0.1721,677.0,5664.0,1.058,0.87,0
HD 28109,HD 28109 c,4.23,0.308,585.2,6120.0,1.446,1.26,0
Kepler-314,Kepler-314 c,2.85,0.0639,890.0,5418.0,0.886,0.978,0
TOI-1478,TOI-1478 b,11.88154,0.0903,918.0,5597.0,1.048,0.947,0
Kepler-10,Kepler-10 b,1.47,0.01685,2188.0,5708.0,1.065,0.91,0
Kepler-855,Kepler-855 b,9.23,0.0762,995.0,5847.0,1.135,0.946,0
HD 235088,HD 235088 b,2.045,0.072,805.0,5037.0,0.789,0.843,0
Kepler-411,Kepler-411 d,3.46,0.2711,354.0,4920.0,0.72,0.822,0
WASP-194,WASP-194 b,15.47960235,0.047,1693.0,6405.0,1.409,1.29,0
TOI-1117,TOI-1117 b,2.46,0.033,1538.0,5635.0,1.05,0.97,0
HATS-42,HATS-42 b,15.6926,0.03689,1856.0,6060.0,1.48,1.273,0
TOI-1742,TOI-1742 b,2.36507598,0.154,694.09,5815.0,1.131,1.0861,0
Kepler-68,Kepler-68 c,0.92,0.0907,946.0,5793.0,1.243,1.079,0
K2-216,K2-216 b,1.75,0.028,1103.0,4503.0,0.72,0.7,0
TOI-4214,TOI-4214 b,10.68215861,0.05018,1642.0,6370.0,1.434,1.382,0
TOI-1694,TOI-1694 b,5.3422266,0.045,943.19,5058.0,0.8036,0.853,0
LTT 1445 A,LTT 1445 A c,1.147,0.02661,508.0,3340.0,0.265,0.257,0
KELT-24,KELT-24 b,15.24421375,0.067,1473.0,6415.0,1.52,1.3,0
TOI-1685,TOI-1685 b,1.459,0.011557,1052.0,3461.0,0.459,0.46,0
TOI-1691,TOI-1691 b,3.56505068,0.126,703.49,5642.0,1.009,0.9581,0
HATS-40,HATS-40 b,17.71022,0.04997,2101.0,6460.0,2.26,1.561,0
Kepler-318,Kepler-318 c,4.59,0.1053,973.0,5903.0,1.47,1.113,0
TOI-1798,TOI-1798.01,2.38506569,0.074,734.31,5106.0,0.7911,0.8543,0
Kepler-45,Kepler-45 b,10.6,0.0298,730.0,3793.0,0.568,0.587,0
TOI-733,TOI-733 b,1.992,0.0618,1055.8,5585.0,0.949,0.956,0
Kepler-506,Kepler-506 b,2.63,0.075,1080.0,6139.0,1.193,1.19,0
Qatar-6,Qatar-6 b,11.903958,0.0423,1006.0,5052.0,0.722,0.822,0
Kepler-858,Kepler-858 b,4.78,0.3403,399.0,5591.0,0.892,0.904,0
WASP-132,WASP-132 c,1.841,0.01833,1329.0,4686.0,0.758,0.789,0
TOI-260,TOI-260 b,1.47291596,0.091,438.59,4050.0,0.5468,0.5485,0
K2-419 A,K2-419 A b,10.55,0.1208,377.0,3711.0,0.541,0.562,0
TOI-5795,TOI-5795 b,5.62,0.064,1136.78,5715.0,1.082,0.901,0
WASP-57,WASP-57 b,11.76945,0.03769,1338.0,5600.0,0.927,0.886,0
K2-105,K2-105 b,3.37,0.0796,814.0,5464.0,0.91,0.99,0
Kepler-411,Kepler-411 b,2.2,0.0377,949.0,4920.0,0.72,0.822,0
TOI-169,TOI-169 b,12.172974,0.03524,1715.0,5880.0,1.288,1.147,0
TOI-2076,TOI-2076 b,2.77062554,0.088,687.68,5192.0,0.796,0.8557,0
TOI-2076,TOI-2076 c,3.497,0.1093,629.5,5200.0,0.77,0.824,0
WASP-117,WASP-117 b,11.444,0.09459,1001.0,6038.0,1.17,1.129,0
HATS-16,HATS-16 b,14.5717,0.03744,1592.0,5738.0,1.238,0.97,0
HD 191939,HD 191939 d,3.16,0.215,499.0,5427.0,0.945,0.92,0
HD 108236,HD 108236 b,1.586,0.0469,1099.0,5730.0,0.888,0.97,0
HD 108236,HD 108236 c,2.068,0.0651,932.0,5730.0,0.888,0.97,0
HD 191939,HD 191939 b,3.39,0.078,893.0,5348.0,0.94,0.81,0
HD 191939,HD 191939 c,3.08,0.17,605.0,5348.0,0.94,0.81,0
TOI-2076,TOI-2076 d,3.232,0.1539,530.4,5200.0,0.77,0.824,0
Kepler-15,Kepler-15 b,10.77,0.0569,1008.0,5514.0,0.978,1.003,0
KOI-94,KOI-94 e,6.73,0.305,609.0,6184.0,1.52,1.278,0
Kepler-289,Kepler-289 c,18.17,0.5166,487.0,6279.0,1.598,1.158,0
TOI-1246,TOI-1246 c,2.45109846,0.061,862.49,5213.0,0.8649,0.8889,0
HATS-13,HATS-13 b,13.585308,0.04057,1244.0,5523.0,0.887,0.962,0
WASP-55,WASP-55 b,14.964015,0.0558,1300.0,6070.0,1.102,1.162,0
K2-28,K2-28 b,2.32,0.0214,568.0,3214.0,0.288,0.257,0
K2-237,K2-237 b,18.405178,0.0353,1838.0,6099.0,1.38,1.23,0
TOI-237,TOI-237 b,1.44,0.0341,388.0,3212.0,0.211,0.179,0
HATS-15,HATS-15 b,12.385945,0.02712,1505.0,5311.0,0.922,0.871,0
XO-5,XO-5 b,12.206601,0.0494,1203.0,5370.0,1.065,0.914,0
TOI-244,TOI-244 b,1.52,0.0559,458.0,3433.0,0.426,0.428,0
LP 890-9,LP 890-9 c,1.367,0.03984,272.0,2850.0,0.1556,0.118,1
TOI-836,TOI-836 b,1.704,0.0422,871.0,4552.0,0.665,0.678,0
TOI-469,HIP 29442 d,1.37,0.0649,998.0,5289.0,0.98,0.89,0
TOI-261,TOI-261.01,3.0449863,0.034792189,1722.49,5890.3,1.28018,0.496728,0
TOI-2076,TOI-2076 e,1.355,0.0385,1138.0,5192.0,0.796,0.8557,0
TOI-1203,TOI-1203 b,1.52,0.04869,1361.2,5737.0,1.179,0.886,0
TOI-1203,TOI-1203.01,2.918,0.1632,743.6,5737.0,1.179,0.886,0
HD 108236,TOI-1233.01,2.72,0.1131,708.0,5730.0,0.888,0.97,0
HD 108236,HD 108236 e,3.12,0.14,636.0,5730.0,0.888,0.97,0
TOI-969,TOI-969 b,2.765,0.02636,941.0,4435.0,0.671,0.734,0
WASP-93,WASP-93 b,17.900773,0.04211,1942.0,6700.0,1.524,1.334,0
Kepler-485,Kepler-485 b,13.63,0.0443,1299.0,6109.0,1.029,1.099,0
K2-131,K2-131 b,1.7,0.0095,2062.0,5245.0,0.75,0.84,0
HAT-P-55,HAT-P-55 b,13.249038,0.04604,1313.0,5808.0,1.011,1.013,0
Kepler-4,Kepler-4 b,4.14,0.0439,1507.0,5781.0,1.533,1.092,0
TOI-2096,TOI-2096 b,1.243,0.025,445.0,3300.0,0.235,0.231,0
TOI-4600,TOI-4600 b,6.8,0.349,347.0,5170.0,0.81,0.89,0
TOI-181,TOI-181 b,6.9559,0.0539,895.1,4994.0,0.745,0.822,0
TOI-469,TOI-469.01,3.41,0.111,716.0,5289.0,0.98,0.901,0
GJ 9827,GJ 9827 c,1.241,0.03925,813.0,4305.0,0.602,0.606,0
TOI-5319,TOI-5319 b,2.83,0.0506,695.0,3580.0,0.485,0.5,0
TOI-5388,TOI-5388.01,1.89426,0.024335855,601.35,3495.0,0.31,0.28572,0
Kepler-424,Kepler-424 b,9.13,0.0419,1158.0,5523.0,0.946,0.892,0
HIP 65 A,HIP 65 A b,22.75427,0.01782,1411.0,4590.0,0.7242,0.781,0
TOI-1472,TOI-1472 b,4.15964583,0.065,811.14,5133.0,0.8377,0.9154,0
TOI-2128,TOI-2128 b,2.08874836,0.127,780.53,5968.0,1.1174,1.0251,0
TOI-2449,TOI-2449 b,11.24,0.45,400.0,6021.0,1.065,1.079,0
WASP-138,WASP-138 b,12.21781,0.0494,1590.0,6272.0,1.36,1.22,0
Kepler-495,Kepler-495 b,6.62,0.0427,1200.0,5392.0,1.087,0.888,0
K2-266,K2-266 c,0.705,0.0679,664.5,4285.0,0.703,0.686,0
Kepler-444,Kepler-444 b,0.5,0.0407,938.0,5051.0,0.721,0.692,0
Kepler-293,Kepler-293 c,3.81,0.2838,466.0,5798.0,0.941,1.038,0
TOI-3856,TOI-3856 b,13.59649359,0.0325,1544.0,5622.0,1.055,1.096,0
K2-174,K2-174 b,2.6,0.126,455.0,4455.0,0.676,0.7,0
Kepler-10,Kepler-10 c,2.26,0.2388,524.0,5676.0,1.044,0.884,0
TOI-5720,TOI-5720 b,1.09,0.018288,708.0,3325.0,0.383,0.383,0
LHS 475,LHS 475 b,0.975,0.02037,587.0,3289.0,0.286,0.274,0
HATS-1,HATS-1 b,14.594,0.0444,1359.0,5870.0,1.038,0.986,0
Kepler-41,Kepler-41 b,10.24,0.0286,1436.0,5657.0,0.947,0.903,0
Kepler-345,Kepler-345 b,0.79,0.0634,610.0,4386.0,0.63,0.616,0
NGTS-21,NGTS-21 b,14.90794433,0.0236,1357.0,4660.0,0.86,0.72,0
TOI-2295,TOI-2295 b,16.47720163,0.1992,747.0,5730.0,1.459,1.168,0
TOI-2031 A,TOI-2031 A b,14.20177855,0.066,1358.0,6490.0,1.241,1.174,0
HD 21520,HD 21520 b,2.697,0.1726,637.0,5871.0,1.044,1.09,0
HAT-P-37,HAT-P-37 b,13.204,0.0379,1271.0,5500.0,0.877,0.929,0
Kepler-8,Kepler-8 b,14.83,0.0473,1521.0,6225.0,1.451,1.132,0
Kepler-1388,Kepler-1388 d,2.43,0.1214,357.0,3903.0,0.523,0.541,0
Kepler-552,Kepler-552 b,3.5,0.06,1087.0,6045.0,1.0,1.035,0
Kepler-1906,Kepler-1906 b,1.86,0.0738,901.0,5868.0,0.894,0.987,0
Kepler-1562,Kepler-1562 b,4.72,0.3337,570.0,6362.0,1.378,1.199,0
Kepler-43,Kepler-43 b,13.45,0.0449,1637.0,6041.0,1.42,1.32,0
Kepler-1517,Kepler-1517 b,20.24,0.078,2335.0,7358.0,4.037,2.054,0
K2-285,K2-285 e,1.95,0.18041,500.9,4975.0,0.787,0.83,0
TOI-2986,TOI-2986 b,9.292245,0.04489,1622.0,5906.0,1.458,1.122,0
TOI-756,TOI-756 b,2.81,0.018,934.0,3657.0,0.505,0.505,0
TOI-1601,TOI-1601 b,13.887951,0.06864,1619.0,5948.0,2.186,1.517,0
Kepler-134,Kepler-134 b,2.58,0.0644,1306.0,6068.0,1.533,1.263,0
Kepler-487,Kepler-487 b,11.31,0.117,686.0,5700.0,0.87,0.903,0
K2-138,K2-138 f,2.73,0.1064,653.0,5283.0,0.839,0.916,0
HD 110113,HD 110113 b,2.05,0.035,1371.0,5732.0,0.968,0.997,0
Kepler-102,Kepler-102 f,1.08,0.165,457.0,4908.0,0.736,0.8,0
TOI-1273,TOI-1273 b,11.09689089,0.0549,1211.0,5690.0,1.06,1.06,0
TOI-1266,TOI-1266 b,2.52,0.073,415.0,3563.0,0.4232,0.437,0
Kepler-909,Kepler-909 b,1.66,0.1175,852.0,6026.0,1.207,1.113,0
TOI-132,TOI-132 b,3.42,0.026,1395.0,5397.0,0.9,0.97,0
Kepler-1651,Kepler-1651 b,1.76,0.0619,353.0,3545.0,0.316,0.323,0
GJ 9827,GJ 9827 d,1.89,0.0563,599.68,4236.0,0.58,0.62,0
Kepler-953,Kepler-953 c,1.16,0.0878,846.0,5688.0,0.998,1.088,0
TOI-2207,TOI-2207 b,11.1529358,0.0854,1259.0,6101.0,1.564,1.296,0
K2-3,K2-3 c,1.85,0.1399,344.0,3896.0,0.56,0.6,0
TRAPPIST-1,TRAPPIST-1 b,1.086,0.01111,400.1,2559.0,0.117,0.0802,0
WASP-72,WASP-72 b,14.24,0.03708,2210.0,6250.0,1.98,1.386,0
K2-290,K2-290 c,11.276254,0.305,676.0,6302.0,1.511,1.194,0
WASP-19,WASP-19 b,15.86070769,0.01652,2113.0,5616.0,1.006,0.965,0
K2-79,K2-79 b,4.09,0.0988,1022.0,5897.0,1.265,1.066,0
K2-222,K2-222 b,2.35,0.1206,871.0,5942.0,1.115,0.989,0
TOI-7166,TOI-7166 b,2.01,0.06191,249.0,3099.0,0.222,0.19,1
XO-3,XO-3 b,14.79585452,0.04815,1890.0,6970.0,1.523,1.449,0
LP 791-18,LP 791-18 b,1.12,0.00969,650.0,2960.0,0.171,0.139,0
TOI-813,TOI-813 b,6.71,0.423,610.0,5907.0,1.94,1.32,0
CoRoT-2,CoRoT-2 b,16.36514,0.02835,1521.0,5598.0,0.901,0.997,0
WASP-12,WASP-12 b,20.456425,0.02309,2523.0,6250.0,1.619,1.38,0
WASP-4,WASP-4 b,15.289076,0.02318,1673.0,5540.0,0.91,0.927,0
WASP-5,WASP-5 b,13.170575,0.0274,1753.0,5770.0,1.088,1.033,0
TOI-220,TOI-220 b,3.03,0.08911,805.0,5298.0,0.858,0.825,0
TrES-3,TrES-3 b,14.706208,0.02272,1623.0,5650.0,0.812,0.915,0
WASP-99,WASP-99 b,12.33,0.0717,1480.0,6180.0,1.76,1.48,0
WASP-45,WASP-45 b,11.119328,0.0405,1170.0,5100.0,0.917,0.904,0
TrES-5,TrES-5 b,13.383546,0.02459,1480.0,5171.0,0.868,0.901,0
WASP-114,WASP-114 b,15.008851,0.02851,2043.0,5940.0,1.43,1.289,0
NGTS-6,NGTS-6 b,14.863134,0.01677,1283.9,4730.0,0.754,0.767,0
WD 1856+534,WD 1856+534 b,10.4,0.0204,163.0,4710.0,0.0131,0.518,0
